[55455],0.01178574270741144
[55831],0.015310553876293948
[55831, 55871],0.010497254989618843
[55831, 55835],0.020742799997875327
[55831, 55867],0.011794374550731169
[55831, 55887],0.010697344026081858
[55267, 55831],0.015310553876293948
[55323, 55831],0.012679544446303898
[55319, 55831],0.010656682469761503
[55315, 55831],0.011563073194242724
[55835],0.020742799997875327
[55323, 55835],0.017550352254262887
[55835, 55871],0.010712357388857435
[55267, 55835],0.019037945858453684
[55835, 55891],0.012874175005859289
[56765],0.012235617247668343
[55323],0.039498146561169005
[55323, 55327],0.022287409733858017
[55271, 55335],0.012536190531986244
[55267, 55271, 55335],0.012536190531986244
[55271, 55335, 55339],0.010286131842355243
[55271, 55339],0.010286131842355243
[55267, 55271, 55339],0.010286131842355243
[55271, 55307],0.014004215345225005
[55267, 55271, 55307],0.014004215345225005
[55271, 55275],0.014053946816516337
[55271, 55335, 55343],0.010200239218646514
[55271, 55543],0.016258018710714105
[55271, 55295, 55367],0.010601968254707418
[55271, 55387],0.018543430042620872
[55267, 55271, 55387],0.01942196939629429
[55271, 55347],0.010291422378351532
[55267, 55271, 55347],0.010520889587849988
[55271, 270057],0.01028889850477666
[55351],0.024980496051824088
[55267, 55351],0.024980496051824088
[55271, 55335, 55351],0.013566465670921332
[55267, 55287, 55295, 55351],0.014528849124801855
[55287, 55335, 55351],0.011509521670600409
[55339, 55351],0.010286131842355243
[55267, 55339, 55351],0.010286131842355243
[55335, 55351],0.012536190531986244
[55267, 55335, 55351],0.012536190531986244
[55335, 55339, 55351],0.012153252786825488
[55351, 55835],0.013792710082930091
[55307, 55351],0.014004215345225005
[55267, 55307, 55351],0.014004215345225005
[55275, 55351],0.014053946816516337
[55351, 55387],0.018543430042620872
[55267, 55351, 55387],0.012781569711320407
[55347, 55351],0.010291422378351532
[56041],0.010322934589623205
[55267, 56041],0.018521833839719115
[222391],0.012159881059732475
[203729],0.010467488953906342
[55275],0.014053946816516337
[55267, 55275],0.014053946816516337
[55275, 55315, 55323],0.012161807528482905
[55275, 55335],0.012536190531986244
[55275, 55339],0.010286131842355243
[55275, 55307],0.011356067865329608
[55339],0.010286131842355243
[55323, 55339, 55343],0.010207182300502386
[55291, 55339, 55343],0.010286131842355243
[55271, 55339, 55351],0.010286131842355243
[55291, 55339, 55351],0.010286131842355243
[55335, 55339],0.012536190531986244
[55267, 55335, 55339],0.012536190531986244
[55291, 55335, 55339],0.01041724032141536
[55267, 55339],0.010286131842355243
[55267, 55291, 55295, 55339],0.01093782632804288
[55307, 55339],0.014004215345225005
[55267, 55307, 55339],0.012203102215148776
[55307, 55319, 55339],0.010286131842355243
[55267, 55307, 55319, 55339],0.010071116371420753
[55307, 55323, 55339],0.010286131842355243
[55307, 55339, 55351],0.010286131842355243
[84759],0.018917924087302633
[55543],0.016258018710714105
[55323, 55543],0.011227139693865289
[55543, 56761],0.011975527249188114
[55267, 55543],0.016258018710714105
[55543, 55551],0.014123034734260837
[55319, 55543],0.012950395595784744
[222583],0.011281674559995257
[89337],0.017183206246060734
[55535],0.013338425844944275
[55891],0.010330469981779809
[55267, 55891],0.010330469981779809
[85987],0.015082611806211886
[55551],0.014123034734260837
[55267, 55551],0.014123034734260837
[55267, 55319, 55551],0.011654636826283735
[55271, 55551],0.010577042291277984
[55367, 55551],0.010394243662264798
[78795],0.010230806548409768
[78595],0.010379416089509236
[222919],0.016144624782177257
[84883],0.011009369985889016
[84839],0.012659570873686042
[82819],0.010340987851723455
[55387],0.018543430042620872
[55267, 55387],0.018543430042620872
[55267, 55327, 55387],0.019758699431306117
[55319, 55367, 55387],0.012789016335672934
[55295, 55323, 55387],0.012452921822360127
[55315, 55323, 55387],0.01024995332373083
[55291, 55367, 55387],0.01090074090001809
[55307, 55387],0.014004215345225005
[55267, 55307, 55387],0.012397074532555879
[55271, 55307, 55387],0.01021881268645577
[55347, 55387],0.014521074173720547
[55267, 55347, 55387],0.010865221255702587
[55335],0.012536190531986244
[55267, 55335],0.012536190531986244
[55275, 55323, 55335],0.010111516081213646
[55267, 55271, 55295, 55335],0.010237337081873063
[55267, 55287, 55335, 55339],0.010475424942595837
[55271, 55315, 55335],0.010266102551705195
[55307, 55315, 55335],0.010229780732169605
[55307, 55335],0.014004215345225005
[55267, 55307, 55335],0.011587046194772395
[55307],0.014004215345225005
[55271, 55307, 55351],0.012904880332714315
[55291, 55307, 55351],0.010705592119461578
[55307, 55323, 55335],0.013545293148985837
[55307, 55319, 55335],0.01119781133917127
[55267, 55307, 55315, 55319],0.010406108600868214
[55291, 55295, 55307],0.013270674000979038
[55291, 55307, 55315],0.012962089520872562
[55267, 55307],0.014004215345225005
[55307, 55367],0.014004215345225005
[55307, 55347],0.010291422378351532
[82167],0.01451246147669868
[88275],0.011757152593552
[55815],0.010600130256937287
[228815],0.012335662047239584
[81927],0.011174929010257184
[81647],0.010024324475690316
[84735],0.01268588294537724
[79347],0.010026647976577163
[86411],0.012172693907180582
[83287],0.011982132508931959
[89025],0.013388345315412924
[89125],0.010695087633506085
[78843],0.0125280283037258
[81287],0.013369631278820902
[55399],0.012319372526310067
[84295],0.013560062424977102
[81431],0.012425324367976939
[203789],0.02023298349045277
[86483],0.012878702231205194
[88743],0.013383301019164635
[86695],0.010188108807592605
[88423],0.011416046151712555
[55707],0.013628621387206021
[83455],0.010537495465488666
[89237],0.012108769029405077
[83843],0.010839827399233917
[55571],0.01026952310413081
[82631],0.013622117346143861
[84115],0.010689702793094575
[79927],0.011989181847076737
[80407],0.010501378039854245
[86155],0.010186127020611665
[83307],0.011352782222007321
[86547],0.013889763199627292
[56717],0.010335750068314185
[228931],0.012760411090665294
[86455],0.010576733690880483
[81159],0.010440967179131589
[81671],0.017389369608903457
[82547],0.01020451873900877
[81407],0.012298164852407307
[84403],0.011776353484466557
[244351],0.010623734854133704
[55871, 244351],0.010623734854133704
[244295],0.02299772269820267
[244331],0.016387788558267648
[78071],0.010071932199505133
[228875],0.016511928035936235
[81711],0.010365586875888217
[56069],0.013579370870228757
[250519],0.010234048423076448
[250539],0.011878283405180403
[81043],0.01195093352526729
[253753],0.011344835253663296
[80107],0.016206157656567643
[270057],0.010171368360524687
[55323, 270057],0.010171368360524687
[55267, 270057],0.010171368360524687
[55347],0.010291422378351532
[55343, 55347],0.010291422378351532
[55267, 55347],0.010291422378351532
[55295, 55323, 55347],0.010164984519449796
[55267, 55307, 55347],0.011588320757652234
[285313],0.012416405429830652
[271703],0.011017484352378894
[271807],0.013432657021144224
[271991],0.013662576012346035
[285529],0.010141418907867421
[285381],0.01699152276130453
[272143],0.013176478091274016
[272059],0.01285188133344352
[87747],0.010962964250186802
[306001],0.014861652844944473
[305865],0.010122536638601286
[306233],0.014819703652837473
[306101],0.010716376859894992
[305933],0.020232890734348672
[87955],0.012566550278801823
[326055],0.011286516662865367
